gene,log2FC,p_value
ENSG00000019485,-0.13809816693161076,0.0020976308641045497
ENSG00000019505,-0.07071223360620878,0.8939681293920831
ENSG00000019549,-0.5713427755837683,0.001110176672581833
ENSG00000019582,0.37663672503349604,1.5402021167784853e-05
ENSG00000019991,0.12106289161378606,0.29486988086533084
ENSG00000019995,0.0952799567206313,0.07866758115788144
ENSG00000020129,-0.08139073554444728,0.15021526388654455
ENSG00000020181,0.20409697185629064,0.01021753193752467
ENSG00000020219,-0.26755312576923806,0.13099477372274987
ENSG00000020256,0.009998241778137148,0.8258364674693172
ENSG00000020426,-0.21550411225866098,0.00016860596734543032
ENSG00000020577,0.1906016819017986,0.00880580468866119
ENSG00000020633,0.1928121537841602,0.042688592277881576
ENSG00000020922,0.10767676809131788,0.12908831203110357
ENSG00000021300,-0.18983168156621413,0.32126719171568235
ENSG00000021355,-0.3862724313141761,0.06946592767630315
ENSG00000021461,0.4156182153140494,0.030655819987979196
ENSG00000021488,-0.1385338108606584,0.006963935842199661
ENSG00000021574,-0.0031977495531277985,0.9415967897120169
ENSG00000021645,0.08152598686530195,0.824125448295045
ENSG00000021762,0.12246592352346983,0.3684589365529779
ENSG00000021776,0.02072509193090729,0.6168629406866553
ENSG00000021826,-0.01793819346802963,0.6547163268765648
ENSG00000021852,-0.15055019145942436,0.0006709473468611509
ENSG00000022267,0.0014178834947950912,0.9863902230077641
ENSG00000022277,-0.02177510853930899,0.6262828934344908
ENSG00000022355,0.18980880776686773,0.7674803538362822
ENSG00000022556,1.0493367538831107,0.03187479769986462
ENSG00000022567,0.24909626112585723,0.04693672747363735
ENSG00000022840,-0.1030825818859983,0.07542068970157104
ENSG00000022976,0.006847180232877753,0.9202791297463101
ENSG00000023041,-0.07807099501486796,0.23156799024459412
ENSG00000023171,0.14518380646583146,0.21998023501327407
ENSG00000023191,-0.10179708124920872,0.10585647433901833
ENSG00000023228,-0.0010163511355809392,0.9815307927997233
ENSG00000023287,-0.10297160411111292,0.09648455232227561
ENSG00000023318,-0.0501239297742941,0.1666440219972538
ENSG00000023330,-0.07387742227188325,0.5034574991658797
ENSG00000023445,-0.01831965412800621,0.9217949993907417
ENSG00000023516,-0.15900081723811435,0.01044888286909365
ENSG00000023572,-0.09345249738211779,0.06919217548370717
ENSG00000023608,0.020530076368287194,0.830954043517415
ENSG00000023697,-0.058634706092960426,0.2032793970800266
ENSG00000023734,-0.0986726714012109,0.08132622535437033
ENSG00000023839,-0.03664540075239121,0.5513843605241691
ENSG00000023892,0.19985628352458581,0.04477830457353924
ENSG00000023902,0.1949718306900795,0.011694526462990233
ENSG00000023909,-0.24640392395359412,0.007452581543980151
ENSG00000024048,0.11514217001596028,0.02555612654072198
ENSG00000024422,0.11089987796369571,0.20359785409216413
ENSG00000024526,-0.0588636596038105,0.6986667824805691
ENSG00000024862,-0.008748302424722838,0.8874620338277838
ENSG00000025039,-0.29368350821802236,1.3380120379542865e-05
ENSG00000025156,-0.03242025778437266,0.40936536242480215
ENSG00000025293,-0.05864187997947049,0.07640914508092898
ENSG00000025423,0.12613919347192376,0.003150725919837863
ENSG00000025434,-0.02910688829398264,0.6206241424964904
ENSG00000025708,0.27145262511803986,0.015367439841596648
ENSG00000025770,-0.11209142863229875,0.026891198762829666
ENSG00000025772,-0.059920550231764264,0.3744111613967097
ENSG00000025796,-0.03146726139754609,0.3944011584585382
ENSG00000025800,-0.008295565597940771,0.8655608024303675
ENSG00000026025,0.2302287472409056,0.027144597301235567
ENSG00000026103,0.12691481605117155,0.1943841033297105
ENSG00000026297,0.10705398670874385,0.08088955327452584
ENSG00000026508,0.2622269237664316,0.052843441751864
ENSG00000026559,-0.06205123681532019,0.7194321686588603
ENSG00000026652,0.14298501050814869,0.2188918055467478
ENSG00000026751,-0.0006853165884034842,0.9969280503237703
ENSG00000026950,0.11723298123988336,0.051724618125599066
ENSG00000027001,-0.10084131041539673,0.06169886798084747
ENSG00000027075,0.3710875007995568,5.2042675490926334e-06
ENSG00000027644,0.04732273940161,0.8508181215784134
ENSG00000027697,-0.10383757334394518,0.3400974911969149
ENSG00000027847,0.06408446383999315,0.2698403500453382
ENSG00000027869,0.11039760748084512,0.44771946324165524
ENSG00000028116,-0.034813114495804987,0.4933366802018623
ENSG00000028137,0.17359250728002956,0.07150077568024872
ENSG00000028203,-0.0822936062122028,0.04722424318327056
ENSG00000028277,0.048287775525573,0.6378357441034708
ENSG00000028310,-0.08147422366299908,0.12676314899772273
ENSG00000028528,0.0563402649480528,0.17794459516254266
ENSG00000028839,-0.207268165280221,7.467414238614206e-05
ENSG00000029153,-0.18415048766424183,0.3206852281993967
ENSG00000029363,0.028132491479797544,0.5929431010146267
ENSG00000029364,0.14401852351440633,0.00041433874794443256
ENSG00000029534,-0.07703020989256978,0.7355582652675936
ENSG00000029559,0.24414880426619825,0.18704426794256226
ENSG00000029639,-0.0005599518828747002,0.9925301476648687
ENSG00000029725,-0.06542042136717233,0.08320631776369879
ENSG00000029993,-0.009869905257445783,0.9260329474914362
ENSG00000030066,-0.018775566316780064,0.6765139265196938
ENSG00000030110,-0.07264192634506071,0.5113852870356377
ENSG00000030304,0.23642165637069978,0.2651498486633789
ENSG00000030419,0.3623046402819208,0.000153824604026186
ENSG00000030582,0.1899195682167619,0.01129618233860354
ENSG00000031003,-0.14023880014633444,0.02031898945213507
ENSG00000031081,0.23494350955075546,0.0012965751463306682
ENSG00000031691,-0.1764450846322257,0.022526193893873697
ENSG00000031698,-0.08475714487498033,0.10039162803270238
ENSG00000031823,0.04375835010482557,0.2866184664525373
ENSG00000032219,0.022523853221092627,0.6892274616558207
ENSG00000032389,-0.10560304989011887,0.02579283775200396
ENSG00000032444,0.031567673444656275,0.5087519847836284
ENSG00000032742,-0.19896494187452018,0.005659478694901406
ENSG00000033011,-0.05080653431140763,0.3807250027938478
ENSG00000033030,-0.042627719480201505,0.3207446556509497
ENSG00000033050,-0.19033346707971624,0.0040870960314591046
ENSG00000033100,0.03952812358418248,0.35054332289462353
ENSG00000033122,0.3460979587718637,0.111347157198478
ENSG00000033170,0.1916459530577324,0.014958130645681378
ENSG00000033178,0.17195231554466467,0.009338276916178409
ENSG00000033327,0.2931918147251573,3.665840817632502e-05
ENSG00000033627,0.01811790045756634,0.7972476620425392
ENSG00000033800,0.010329560517047205,0.8884769943733806
ENSG00000033867,0.03760803297195646,0.6604237226146026
ENSG00000034053,-0.054344495302036985,0.7419311345887829
ENSG00000034152,0.0036992933177502057,0.9743693700039363
ENSG00000034239,-1.0483213630784458,0.033357352515072346
ENSG00000034510,0.19811253983126484,0.0691078502567711
ENSG00000034533,-0.15892339872555156,0.010569210330038993
ENSG00000034677,0.06825211535293847,0.45791464381788904
ENSG00000034693,0.13549313876161156,0.013412132464036502
ENSG00000034713,0.09488087460640193,0.10087368482226551
ENSG00000034971,0.32815220085079216,0.37367379068300943
